scheme_code,scheme_name,isinGrowth,isinDivReinvestment,fund_house,is_direct_plan,is_growth_plan
114152,BNP PARIBAS Fixed Term Fund - Series 16 C - Calendar Yearly Dividend Option,,,BNP,False,False
114153,BNP PARIBAS Fixed Term Fund - Series 16 C - Dividend On Maturity Option,,,BNP,False,False
114154,BNP PARIBAS Fixed Term Fund - Series 16 C - Growth Option,,,BNP,False,True
114155,BNP PARIBAS Fixed Term Fund-Sr 16D-Growth Option,,,BNP,False,True
114156,BNP PARIBAS Fixed Term Fund-Sr 16D - Dividend On Maturity Option,,,BNP,False,False
114157,BNP PARIBAS Fixed Term Fund-Sr 16D-Calendar Yearly Dividend Option,,,BNP,False,False
114158,BNP PARIBAS Fixed Term Fund-Sr 16D-Calendar Quarterly Dividend Option,,,BNP,False,False
114159,BNP PARIBAS Fixed Term Fund-Sr 17A-Calendar Yearly Dividend Option,,,BNP,False,False
114160,BNP PARIBAS Fixed Term Fund-Sr 17A - Dividend On Maturity Option,,,BNP,False,False
114161,BNP PARIBAS Fixed Term Fund-Sr 17A-Growth Option,,,BNP,False,True
114162,BNP PARIBAS Fixed Term Fund-Sr 17A-Calendar Quarterly Dividend Option,,,BNP,False,False
114163,BNP PARIBAS Fixed Term Fund-Sr 17B-Growth Option,,,BNP,False,True
114164,BNP PARIBAS Fixed Term Fund-Sr 17B-Calendar Yearly Dividend Option,,,BNP,False,False
114165,BNP PARIBAS Fixed Term Fund-Sr 17B-Calendar Quarterly Dividend Option,,,BNP,False,False
114166,BNP PARIBAS Fixed Term Fund-Sr 17B - Dividend On Maturity Option,,,BNP,False,False
114167,BNP PARIBAS Fixed Term Fund-Sr 17C-Growth Option,,,BNP,False,True
114168,BNP PARIBAS Fixed Term Fund-Sr 17C-Dividend On Maturity Option,,,BNP,False,False
114169,BNP PARIBAS Fixed Term Fund-Sr 17C-Calendar Yearly Dividend Option,,,BNP,False,False
114170,BNP PARIBAS Fixed Term Fund-Sr 17C-Calendar Quarterly Dividend Option,,,BNP,False,False
114171,BNP PARIBAS Fixed Term Fund-Sr 18A-Growth Option,,,BNP,False,True
114172,BNP PARIBAS Fixed Term Fund-Sr 18A-Dividend On Maturity Option,,,BNP,False,False
114173,BNP PARIBAS Fixed Term Fund-Sr 18A-Calendar Yearly Dividend Option,,,BNP,False,False
114174,BNP PARIBAS Fixed Term Fund-Sr 18A-Calendar Quarterly Dividend Option,,,BNP,False,False
114175,BNP PARIBAS Fixed Term Fund-Sr 18B-Growth Option,,,BNP,False,True
114176,BNP PARIBAS Fixed Term Fund-Sr 18B-Calendar Quarterly Dividend Option,,,BNP,False,False
114177,BNP PARIBAS Fixed Term Fund-Sr 18B-Dividend On Maturity Option,,,BNP,False,False
114178,BNP PARIBAS Fixed Term Fund-Sr 18 C -Growth Option,,,BNP,False,True
114179,BNP PARIBAS Fixed Term Fund-Sr 18 C -Dividend On Maturity Option,,,BNP,False,False
114180,BNP PARIBAS Fixed Term Fund-Sr 18 C -Calendar Quarterly Dividend Option,,,BNP,False,False
114181,BNP PARIBAS Fixed Term Fund-Sr 18D-Growth Option,,,BNP,False,True
114182,BNP PARIBAS Fixed Term Fund-Sr 18D-Dividend On Maturity Option,,,BNP,False,False
114183,BNP PARIBAS Fixed Term Fund-Sr 18D-Calendar Yearly Dividend Option,,,BNP,False,False
114184,BNP PARIBAS Fixed Term Fund-Sr 18D-Calendar Quarterly Dividend Option,,,BNP,False,False
114185,BNP PARIBAS Fixed Term Fund-Sr 17D-Calendar Quarterly Dividend Option,,,BNP,False,False
114186,BNP PARIBAS Fixed Term Fund-Sr 17D-Dividend On Maturity Option,,,BNP,False,False
114187,BNP PARIBAS Fixed Term Fund-Sr 17D-Growth Option,,,BNP,False,True
114188,BNP PARIBAS Fixed Term Fund-Sr 19A-Calendar Quarterly Dividend Option,,,BNP,False,False
114189,BNP PARIBAS Fixed Term Fund-Sr 19A-Dividend On Maturity Option,,,BNP,False,False
114190,BNP PARIBAS Fixed Term Fund-Sr 19A-Growth Option,,,BNP,False,True
114191,Sundaram Fixed Term Plan -AP- Dividend Payout Option,,,Sundaram,False,False
114192,Sundaram Fixed Term Plan -AP- Growth Option,,,Sundaram,False,True
114195,Fidelity Fixed Maturity Plan -Series IV-Plan A-Dividend,,,Fidelity,False,False
114196,Fidelity Fixed Maturity Plan -Series IV-Plan A-Growth,,,Fidelity,False,True
114197,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXV - Growth Option,,,Principal,False,True
114198,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXV - Dividend Option,,,Principal,False,False
114199,Birla Sun Life Fixed Term Plan - Series CG/Growth,,,Birla,False,True
114200,Birla Sun Life Fixed Term Plan - Series CG/Dividend,,,Birla,False,False
114201,DWS Fixed Term Fund - Series 76 (DFTF - 76)- Growth,,,DWS,False,True
114202,DWS Fixed Term Fund - Series 76 (DFTF - 76)- Dividend(payout),,,DWS,False,False
114203,UTI-FMP YEARLY SERIES OCT10 - DIVIDEND OPTION INSTITUTION,,,UTI-FMP,False,False
114204,UTI-FMP YEARLY SERIES OCT10 - DIVIDEND OPTION RETAIL,,,UTI-FMP,False,False
114205,UTI-FMP YEARLY SERIES OCT10 - GROWTH OPTION RETAIL,,,UTI-FMP,False,True
114206,UTI-FMP YEARLY SERIES OCT10 - GROWTH OPTION INSTITUTION,,,UTI-FMP,False,True
114207,Kotak FMP 15M Series 6 Growth,,,Kotak,False,True
114208,Kotak FMP 15M Series 6 Dividend,,,Kotak,False,False
114209,HDFC FMP 370D November 2010 (1) Growth Option,,,HDFC,False,True
114210,HDFC FMP 370D November 2010 (1) Dividend Option,,,HDFC,False,False
114211,HDFC FMP 370D November 2010 (1) Quarterly Dividend Option,,,HDFC,False,False
114212,DSP BlackRock FMP - 12M - Series 9 - Growth,,,DSP,False,True
114213,DSP BlackRock FMP - 12M - Series 9 - Dividend Payout,,,DSP,False,False
114214,L&T FMP - II (November12M A) - Dividend (Payout),,,L&T,False,False
114215,L&T FMP - II (November12M A) - Growth,,,L&T,False,True
114216,L&T Money Market Fund - Regular Plan - Growth,,,L&T,False,True
114217,L&T Money Market Fund - Regular Plan - Daily IDCW,,,L&T,False,False
114218,L&T Money Market Fund - Regular Plan - Weekly IDCW,,,L&T,False,False
114219,L&T Money Market Fund - Regular Plan - Monthly IDCW,,,L&T,False,False
114220,ICICI Prudential Fixed Maturity Plan-Series 53-1 Year Plan B Cumulative,,,ICICI,False,False
114221,ICICI Prudential Fixed Maturity Plan-Series 53-1 Year Plan B Dividend,,,ICICI,False,False
114223,IDFC FMP - HYS - 12 - Growth Option,,,IDFC,False,True
114224,IDFC FMP - HYS - 12  - Dividend Option,,,IDFC,False,False
114226,HDFC FMP 370D November 2010 (2) Dividend Option,,,HDFC,False,False
114227,HDFC FMP 370D November 2010 (2) Growth Option,,,HDFC,False,True
114228,HDFC FMP 370D November 2010 (2) Quarterly Dividend Option,,,HDFC,False,False
114229,HDFC FMP 35D November 2010 (1) Growth Option,,,HDFC,False,True
114230,HDFC FMP 35D November 2010 (1) Dividend Option,,,HDFC,False,False
114231,HDFC FMP 100D November 2010 (1) Growth Option,,,HDFC,False,True
114232,HDFC FMP 100D November 2010 (1) Dividend Option,,,HDFC,False,False
114233,L&T FMP - II (November91D A) - Dividend (Payout),,,L&T,False,False
114234,L&T FMP - II (November91D A) - Growth,,,L&T,False,True
114235,Reliance Fixed Horizon Fund - XVI - Series 3 - Growth Option,,,Reliance,False,True
114236,Reliance Fixed Horizon Fund - XVI - Series 3 - Dividend Payout Option,,,Reliance,False,False
114237,ICICI Prudential Blended Plan B Institutional Daily Dividend Option - II,,,ICICI,False,False
114238,ICICI Prudential Blended Plan B - Daily Dividend Option - I,,,ICICI,False,False
114239,ICICI Prudential Credit Risk Fund - Growth,INF109K01GU4,,ICICI,False,True
114240,ICICI Prudential Credit Risk Fund - Quarterly IDCW,INF109K01GV2,INF109K01GW0,ICICI,False,False
114241,ICICI Prudential Credit Risk Fund - Half Yearly IDCW,,,ICICI,False,False
114244,Kotak FMP 15M Series 7 Growth,,,Kotak,False,True
114245,Kotak FMP 15M Series 7 Dividend,,,Kotak,False,False
114246,Fidelity Short Term Income Fund-Growth Option,,,Fidelity,False,True
114247,Fidelity Short Term Income Fund-Dividend Option,,,Fidelity,False,False
114248,Birla Sun Life Short Term FMP - Series 2 - Dividend,,,Birla,False,False
114249,Birla Sun Life Short Term FMP - Series 2 - Growth,,,Birla,False,True
114251,Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,,,Reliance,False,False
114252,Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,,,Reliance,False,False
114253,JPMorgan India Capital Protection Oriented Fund - Dividend Option,,,JPMorgan,False,False
114254,JPMorgan India Capital Protection Oriented Fund - Growth Option,,,JPMorgan,False,True
114255,BNP Paribas Fixed Term Fund-Sr 19 B-Growth,,,BNP,False,True
114256,BNP Paribas Fixed Term Fund-Sr 19 B-Dividend-Calendar Qtrly,,,BNP,False,False
114257,BNP Paribas Fixed Term Fund-Sr 19 B-Dividend-Calendar Yrly,,,BNP,False,False
114258,BNP Paribas Fixed Term Fund-Sr 19 B-Dividend-On Maturity,,,BNP,False,False
114259,Birla Sun Life Fixed Term Plan-Series CH-Dividend,,,Birla,False,False
114260,Birla Sun Life Fixed Term Plan-Series CH-Growth,,,Birla,False,True
114261,BNP Paribas Fixed Term Fund-Sr 19 C - Calendar Quarterly Dividend Option,,,BNP,False,False
114262,BNP Paribas Fixed Term Fund-Sr 19 C - Dividend On Maturity Option,,,BNP,False,False
114263,BNP Paribas Fixed Term Fund-Sr 19 C - Growth Option,,,BNP,False,True
114264,BNP Paribas Fixed Term Fund-Sr 19 D-Dividend-Calendar Yrly,,,BNP,False,False
114265,BNP Paribas Fixed Term Fund-Sr 19 D-Dividend-Calendar Qtrly,,,BNP,False,False
114266,BNP Paribas Fixed Term Fund-Sr 19 D-Dividend-On Maturity,,,BNP,False,False
114267,BNP Paribas Fixed Term Fund-Sr 19 D-Growth,,,BNP,False,True
114268,Religare Fixed Maturity Plan - Series IV - Plan B (6 Months) - Growth Option,,,Religare,False,True
114269,Religare Fixed Maturity Plan - Series IV - Plan B (6 Months) - Dividend Payout Option,,,Religare,False,False
114270,Religare Fixed Maturity Plan - Series IV - Plan C (3 Months) - Dividend Payout Option,,,Religare,False,False
114271,Religare Fixed Maturity Plan - Series IV - Plan C (3 Months) - Growth Option Option,,,Religare,False,True
114272,Reliance Fixed Horizon Fund - XVI - Series - 4 - Growth Option,,,Reliance,False,True
114273,Reliance Fixed Horizon Fund - XVI - Series - 4 - Dividend Payout Option,,,Reliance,False,False
114274,DSP BlackRock FMP - 3M - Series 24 - Growth,,,DSP,False,True
114275,DSP BlackRock FMP - 3M - Series 24 - Dividend Option,,,DSP,False,False
114276,Sundaram Fixed Term Plan -AQ- Dividend Payout Option,,,Sundaram,False,False
114277,Sundaram Fixed Term Plan -AQ- Growth Option,,,Sundaram,False,True
114278,Sundaram Fixed Term Plan -AR- Growth Option,,,Sundaram,False,True
114279,Sundaram Fixed Term Plan -AR- Dividend Payout Option,,,Sundaram,False,False
114280,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXVI - Growth Option,,,Principal,False,True
114282,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXVI - Dividend Option,,,Principal,False,False
114284,Religare Fixed Maturity Plan - Series IV - Plan D (13 Months) - Growth Option,,,Religare,False,True
114285,Religare Fixed Maturity Plan - Series IV - Plan D (13 Months) - Dividend Payout Option,,,Religare,False,False
114286,BNP Paribas Fixed Term Fund-Sr 19 E - Dividend On Maturity Option,,,BNP,False,False
114287,BNP Paribas Fixed Term Fund-Sr 19 E - Growth Option,,,BNP,False,True
114288,BNP Paribas Fixed Term Fund-Sr 19 E - Calendar Quarterly Dividend Option,,,BNP,False,False
114291,Reliance Fixed Horizon Fund - XVI - Series 5 - Growth Option,,,Reliance,False,True
114292,Reliance Fixed Horizon Fund - XVI - Series 5 - Dividend Payout Option,,,Reliance,False,False
114293,Fidelity Fixed Maturity Plan Series IV-Plan B- Growth Option,,,Fidelity,False,True
114294,Fidelity Fixed Maturity Plan Series IV-Plan B-Dividend Option,,,Fidelity,False,False
114295,HDFC FMP 100D November 2010 (2) Dividend Option,,,HDFC,False,False
114296,HDFC FMP 100D November 2010 (2) Growth Option,,,HDFC,False,True
114297,SBI Overnight Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),,INF200K01LN6,SBI,False,False
114298,Birla Sun Life Fixed Term Plan - Series CI-Growth,,,Birla,False,True
114299,Birla Sun Life Fixed Term Plan - Series CI-Dividend,,,Birla,False,False
114300,Sundaram Capital Protection Oriented Fund Series 2-3 years,,,Sundaram,False,False
114301,Principal Balanced Advantage Fund - Growth Option,,,Principal,False,True
114302,Principal Balanced Advantage Fund - Monthly Income Distribution CUM Capital Withdrawal Option,,,Principal,False,False
114303,Z-REDEEMED-SBI Debt Fund Series - 18 Months - 4 - Growth Option,,,Z-REDEEMED-SBI,False,True
114304,DSP BlackRock FMP - 12M - Series 10 - Dividend Payout,,,DSP,False,False
114305,DSP BlackRock FMP - 12M - Series 10 - Growth,,,DSP,False,True
114306,SBI Debt Fund Series - 180 Days - 13 Growth,,,SBI,False,True
114307,DHFL Pramerica Large Cap Equity Fund - Growth Option,,,DHFL,False,True
114308,DHFL Pramerica Large Cap Equity Fund - Dividend Option,,,DHFL,False,False
114309,DHFL Pramerica Dynamic Asset Allocation Fund - Growth Option,,,DHFL,False,True
114310,DHFL Pramerica Dynamic Asset Allocation Fund - Dividend Option,,,DHFL,False,False
114314,Religare Fixed Maturity Plan - Series IV - Plan E (370 Days) - Dividend Payout Option,,,Religare,False,False
114315,Religare Fixed Maturity Plan - Series IV - Plan E (370 Days) - Growth Option,,,Religare,False,True
114316,Birla Sun Life Fixed Term Plan - Series CJ-Growth,,,Birla,False,True
114317,Birla Sun Life Fixed Term Plan - Series CJ-Dividend,,,Birla,False,False
114318,Reliance Fixed Horizon Fund - XVI - Series 6 - Growth Option,,,Reliance,False,True
114319,Reliance Fixed Horizon Fund - XVI - Series 6 - Dividend Payout Option,,,Reliance,False,False
114322,Fidelity Fixed Maturity Plan Series IV - Plan C- Growth Option,,,Fidelity,False,True
114323,Fidelity Fixed Maturity Plan Series IV - Plan C-Dividend Option,,,Fidelity,False,False
114324,Kotak FMP Series 28 (370 Days) - Growth,,,Kotak,False,True
114325,Kotak FMP Series 28 (370 Days) - Dividend,,,Kotak,False,False
114326,Reliance Fixed Horizon Fund - XVII - Series 1 - Dividend Payout Option,,,Reliance,False,False
114327,Reliance Fixed Horizon Fund - XVII - Series 1 - Growth Option,,,Reliance,False,True
114328,IDFC FMP - Quarterly Series 61 - Growth,,,IDFC,False,True
114329,IDFC FMP - Quarterly Series 61 - Dividend,,,IDFC,False,False
114330,Birla Sun Life Short Term FMP- Series 3-Growth,,,Birla,False,True
114331,Birla Sun Life Short Term FMP- Series 3-Dividend,,,Birla,False,False
114332,Tata Fixed Maturity Plan Series 29 Scheme B Growth,,,Tata,False,True
114333,Tata Fixed Maturity Plan Series 29 Scheme B Periodic Dividend,,,Tata,False,False
114334,DWS Fixed Term Fund - Series 77 - Growth,,,DWS,False,True
114337,DSP BlackRock FMP - 3M - Series 25 - Dividend Payout,,,DSP,False,False
114338,DSP BlackRock FMP - 3M - Series 25 - Growth,,,DSP,False,True
114339,Fidelity Fixed Maturity Plan Series IV - Plan D - Dividend Option,,,Fidelity,False,False
114340,Fidelity Fixed Maturity Plan Series IV - Plan D-Growth Option,,,Fidelity,False,True
114341,Sundaram Fixed Term Plan -AS- Growth Option,,,Sundaram,False,True
114342,Sundaram Fixed Term Plan -AS- Dividend Payout Option,,,Sundaram,False,False
114343,Z-REDEEMED-SBI Debt Fund Series - 18 Months - 4 - Dividend Option,,,Z-REDEEMED-SBI,False,False
114344,SBI Debt Fund Series - 180 Days - 13 Dividend,,,SBI,False,False
114345,L&T FMP - II (December370D A) - Dividend (Payout),,,L&T,False,False
114346,L&T FMP - II (December370D A) - Growth,,,L&T,False,True
114348,SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW),,INF200KA1K20,SBI,False,False
114349,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXVII - Growth Option,,,Principal,False,True
114350,Principal Pnb Fixed Maturity Plan - 91 Days - Series XXVII - Dividend Option,,,Principal,False,False
114353,L&T FMP - II (December91D A) - Dividend (Payout),,,L&T,False,False
114354,L&T FMP - II (December91D A) - Growth,,,L&T,False,True
114355,Kotak FMP Series 29 (370 Days) Growth,,,Kotak,False,True
114356,Kotak FMP Series 29 (370 Days) Dividend,,,Kotak,False,False
114357,DSP BlackRock FMP - 3M - Series 26 - Dividend Payout,,,DSP,False,False
114358,DSP BlackRock FMP - 3M - Series 26 - Growth,,,DSP,False,True
114359,Invesco India Ultra Short Duration Fund - Regular Plan - Growth,INF205K01TM0,,Invesco,False,True
114360,Invesco India Ultra Short Duration Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment),INF205K01TP3,INF205K01TQ1,Invesco,False,False
114361,Invesco India Ultra Short Duration Fund - Regular Plan - Annual IDCW (Payout / Reinvestment),INF205K01TD9,INF205K01TE7,Invesco,False,False
114362,Invesco India Ultra Short Duration Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),INF205K01TN8,INF205K01TO6,Invesco,False,False
114363,Fidelity Fixed Maturity Plan Series IV - Plan E- Growth Option,,,Fidelity,False,True
114364,Fidelity Fixed Maturity Plan Series IV - Plan E-Dividend Option,,,Fidelity,False,False
114365,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan B Cumulative,,,ICICI,False,False
114366,ICICI Prudential Fixed Maturity Plan-Series 53-3 Years Plan B Dividend,,,ICICI,False,False
114369,L&T FMP - II (December91D B) - Dividend (Payout),,,L&T,False,False
114370,L&T FMP - II (December91D B) - Growth,,,L&T,False,True
114371,DSP BlackRock FMP - 12M - Series 11 - Dividend Payout,,,DSP,False,False
114372,DSP BlackRock FMP - 12M - Series 11 - Growth,,,DSP,False,True
114375,DWS Fixed Term Fund - Series 77 - Dividend,,,DWS,False,False
114376,ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,,,ICICI,False,False
114377,ICICI Prudential Blended Plan B Institutional Monthly Dividend Option - II,,,ICICI,False,False
114378,DWS Fixed Term Fund - Series 78 (DFTF - 78) - Growth,,,DWS,False,True
114379,DWS Fixed Term Fund - Series 78 (DFTF - 78)- Dividend Payout,,,DWS,False,False
114380,Reliance Fixed Horizon Fund - XVII - Series 2 - Dividend Payout Option,,,Reliance,False,False
114381,Reliance Fixed Horizon Fund - XVII - Series 2 - Growth Option,,,Reliance,False,True
114382,Kotak Multi Asset Allocation Fund-Growth,,,Kotak,False,True
114383,Kotak Multi Asset Allocation Fund-Annual Dividend,,,Kotak,False,False
114384,Kotak Multi Asset Allocation Fund-Quarterly Dividend,,,Kotak,False,False
114385,Kotak Multi Asset Allocation Fund-Monthly Dividend,,,Kotak,False,False
114386,Tata Fixed Maturity Plan  Series 29 Scheme C Growth,,,Tata,False,True
114387,Tata Fixed Maturity Plan  Series 29 Scheme C Periodic Dividend,,,Tata,False,False
114388,Z-REDEEMED-SBI Debt Fund Series - 18 Months - 5 - Dividend Option,,,Z-REDEEMED-SBI,False,False
114389,Z-REDEEMED-SBI Debt Fund Series - 18 Months - 5 - Growth Option,,,Z-REDEEMED-SBI,False,True
114392,UTI-FMP-Yearly Series Dec 10 - Instn Growth Option,,,UTI-FMP-Yearly,False,True
114393,UTI-FMP-Yearly Series Dec 10 - Dividend Option,,,UTI-FMP-Yearly,False,False
114394,UTI-FMP-Yearly Series Dec 10 - Growth Option,,,UTI-FMP-Yearly,False,True
114395,UTI-FMP-Yearly Series Dec 10 - Instn Dividend Option,,,UTI-FMP-Yearly,False,False
114396,Kotak FMP Series 30 (370 Days) - Dividend,,,Kotak,False,False
114397,Kotak FMP Series 30 (370 Days) - Growth,,,Kotak,False,True
114398,Kotak FMP Series 31 (77 Days) - Dividend,,,Kotak,False,False
114399,Kotak FMP Series 31 (77 Days) - Growth,,,Kotak,False,True
114400,DSP BlackRock FMP - 3M - Series 27 - Growth,,,DSP,False,True
114401,DSP BlackRock FMP - 3M - Series 27 - Dividend Payout,,,DSP,False,False
114406,Birla Sun Life Fixed Term Plan-Series CK-Growth,,,Birla,False,True
114407,Birla Sun Life Fixed Term Plan-Series CK-Dividend,,,Birla,False,False
114408,Reliance Fixed Horizon Fund - XVII - Series 3 - Dividend Payout Option,,,Reliance,False,False
114409,Reliance Fixed Horizon Fund - XVII - Series 3 - Growth Option,,,Reliance,False,True
114410,Reliance Fixed Horizon Fund - XVII - Series 4 - Dividend Payout Option,,,Reliance,False,False
114411,Reliance Fixed Horizon Fund - XVII - Series 4 - Growth Option,,,Reliance,False,True
114412,IDFC FMP-YS-35   -Growth,,,IDFC,False,True
114413,IDFC FMP-YS-35   -Dividend,,,IDFC,False,False
114414,Principal Pnb Fixed Maturity Plan - 367 Days - Series II - Dividend Option,,,Principal,False,False
114415,Principal Pnb Fixed Maturity Plan - 367 Days - Series II - Growth Option,,,Principal,False,True
114416,Axis Fixed Term Plan - Series 11 (371 days) - Growth,,,Axis,False,True
114417,Axis Fixed Term Plan - Series 11 (371 days) - Dividend,,,Axis,False,False
114418,Sundaram Fixed Term Plan -AH- Dividend Payout Option,,,Sundaram,False,False
114419,Sundaram Fixed Term Plan -AH- Growth Option,,,Sundaram,False,True
114420,Sundaram Fixed Term Plan -AJ- Dividend Payout Option,,,Sundaram,False,False
114421,Sundaram Fixed Term Plan -AJ- Growth Option,,,Sundaram,False,True
114422,Sundaram Fixed Term Plan -AL- Dividend Payout Option,,,Sundaram,False,False
114423,Sundaram Fixed Term Plan -AL- Growth Option,,,Sundaram,False,True
114424,Sundaram Fixed Term Plan -AI- Dividend Payout Option,,,Sundaram,False,False
114425,Sundaram Fixed Term Plan -AI- Growth Option,,,Sundaram,False,True
114426,Sundaram Fixed Term Plan -AM- Dividend Payout Option,,,Sundaram,False,False
114427,Sundaram Fixed Term Plan -AM- Growth Option,,,Sundaram,False,True
114428,IDFC FMP - 36 MS 2 - Growth,,,IDFC,False,True
114429,IDFC FMP - 36 MS 2 - Dividend,,,IDFC,False,False
114432,BNP Paribas Fixed Term Fund-Sr 20 A-Dividend-Calendar Yrly,,,BNP,False,False
114433,BNP Paribas Fixed Term Fund-Sr 20 A-Growth,,,BNP,False,True
114434,BNP Paribas Fixed Term Fund-Sr 20 A-Dividend-On Maturity,,,BNP,False,False
114435,BNP Paribas Fixed Term Fund-Sr 20 A-Dividend-Calendar Qtrly,,,BNP,False,False
114436,Reliance Fixed Horizon Fund - XVII - Series 5 - Dividend Payout Option,,,Reliance,False,False
114437,Reliance Fixed Horizon Fund - XVII - Series 5 - Growth Option,,,Reliance,False,True
114438,Reliance Fixed Horizon Fund - XVII - Series 6 - Dividend Payout Option,,,Reliance,False,False
114439,Reliance Fixed Horizon Fund - XVII - Series 6 - Growth Option,,,Reliance,False,True
114440,Reliance Fixed Horizon Fund - XVII - Series 13 - Dividend Payout Option,,,Reliance,False,False
114441,Reliance Fixed Horizon Fund - XVII - Series 13 - Growth Option,,,Reliance,False,True
114442,SBI Debt Fund Series - 18 Months - 6 - Dividend Option,,,SBI,False,False
114443,SBI Debt Fund Series - 18 Months - 6 - Growth Option,,,SBI,False,True
114444,Reliance Fixed Horizon Fund - XVIII - Series 1 - Dividend Payout Option,,,Reliance,False,False
114445,Reliance Fixed Horizon Fund - XVIII - Series 1 - Growth Option,,,Reliance,False,True
114446,Reliance Fixed Horizon Fund - XVIII - Series 2 - Dividend Payout Option,,,Reliance,False,False
114447,Reliance Fixed Horizon Fund - XVIII - Series 2 - Growth Option,,,Reliance,False,True
114448,Kotak FMP Series 32 (370 Days) - Growth,,,Kotak,False,True
114449,Kotak FMP Series 32 (370 Days) - Dividend,,,Kotak,False,False
114450,Birla Sun Life Fixed Term Plan-Series CL-Dividend,,,Birla,False,False
114451,Birla Sun Life Fixed Term Plan-Series CL-Growth,,,Birla,False,True
114452,Birla Sun Life Short Term FMP- Series 4-Dividend,,,Birla,False,False
114453,Birla Sun Life Short Term FMP- Series 4-Growth,,,Birla,False,True
114454,DWS Hybrid Fixed Term Fund - Series 2- Growth,,,DWS,False,True
114455,DWS Hybrid Fixed Term Fund - Series 2- Dividend(Payout),,,DWS,False,False
114456,Motilal Oswal Nifty Midcap 100 ETF,INF247L01023,,Motilal,False,False
114457,Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option,INF174K01179,INF174K01161,Kotak,False,False
114458,Kotak Large Cap Fund - Growth,INF174K01153,,Kotak,False,True
114459,DSP BlackRock FMP - 12M - Series 12 - Dividend Payout,,,DSP,False,False
114460,DSP BlackRock FMP - 12M - Series 12 - Growth,,,DSP,False,True
114461,Axis Fixed Term Plan - Series 11 (371 days) - Quarterly Dividend,,,Axis,False,False
114462,Sundaram India Leadership Fund-Inst Dividend,,,Sundaram,False,False
114463,IDFC FMP - QS - 62 -Dividend,,,IDFC,False,False
114464,IDFC FMP - QS - 62 -Growth,,,IDFC,False,True
114465,DSP BlackRock FMP - 3M - Series 28 - Dividend Payout,,,DSP,False,False
114466,DSP BlackRock FMP - 3M - Series 28 - Growth,,,DSP,False,True
114467,ICICI Prudential Fixed Maturity Plan - Series 54 - 24 Months Plan A - Dividend,,,ICICI,False,False
114468,ICICI Prudential Fixed Maturity Plan - Series 54 - 24 Months Plan A - Cumulative,,,ICICI,False,False
114469,Birla Sun Life Capital Protection Oriented Fund-Series 3-Growth,,,Birla,False,True
114470,Birla Sun Life Capital Protection Oriented Fund-Series 4-Growth,,,Birla,False,True
114471,BNP Paribas Fixed Term Fund-Sr 19 F - Dividend On Maturity Option,,,BNP,False,False
114472,BNP Paribas Fixed Term Fund-Sr 19 F - Calendar Quarterly Dividend Option,,,BNP,False,False
114473,BNP Paribas Fixed Term Fund-Sr 19 F - Growth Option,,,BNP,False,True
114474,Fidelity Fixed Maturity Plan Series IV - Plan F - Growth Option,,,Fidelity,False,True
114475,Fidelity Fixed Maturity Plan Series IV - Plan F-Dividend Option,,,Fidelity,False,False
114476,BANDHAN Infrastructure Fund - Regular Plan - Growth,INF194K01BY9,,BANDHAN,False,True
114477,BANDHAN Infrastructure Fund - Regular Plan - IDCW,INF194K01BZ6,INF194K01CA7,BANDHAN,False,False
114478,Religare Fixed Maturity Plan - Series IV - Plan F (368 Days) - Dividend Payout Option,,,Religare,False,False
114479,Religare Fixed Maturity Plan - Series IV - Plan F (368 Days) - Growth Option,,,Religare,False,True
114480,Birla Sun Life Fixed Term Plan-Series CM-Dividend,,,Birla,False,False
114481,Birla Sun Life Fixed Term Plan-Series CM-Growth,,,Birla,False,True
114484,Birla Sun Life Short Term FMP- Series 5-Dividend,,,Birla,False,False
114485,Birla Sun Life Short Term FMP- Series 5-Growth,,,Birla,False,True
114486,Taurus Fixed Maturity Plan 120 Days Series 2 - Growth Option,,,Taurus,False,True
114487,Taurus Fixed Maturity Plan 120 Days Series 2 - Dividend Option,,,Taurus,False,False
114488,Taurus Fixed Maturity Plan Series A (91 Days) - Dividend Option,,,Taurus,False,False
114489,Taurus Fixed Maturity Plan Series A (91 Days) - Growth Option,,,Taurus,False,True
114490,ICICI Prudential Fixed Maturity Plan - Series 55 - 1 Year Plan A Cumulative,,,ICICI,False,False
114491,ICICI Prudential Fixed Maturity Plan - Series 55 - 1 Year Plan A Dividend,,,ICICI,False,False
114492,Tata Fixed Maturity Plan Series 30 Scheme A- Growth,,,Tata,False,True
